time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource,state,min_site_distances
2023-03-09T02:46:41.983Z,31.62064176,-104.0948804,5.296057129,2.5,ml,22,54.0,0.02919621074,0.2,tx,tx2023esqg,2023-05-15T02:49:55.040Z,"44 km NW of Toyah, Texas",earthquake,0.4530146824,0.5458497472,0.1,12.0,reviewed,tx,tx,TX,0.9121347196895786
2023-03-08T10:48:06.738Z,31.49889307,-103.9911555,6.74855957,2.5,ml,17,56.0,0.04709959415,0.1,tx,tx2023erkp,2023-05-15T02:50:04.040Z,western Texas,earthquake,0.8059796254,0.8937911243,0.2,25.0,reviewed,tx,tx,TX,1.9036612749131598
2023-03-08T06:24:20.365Z,31.6662738,-104.3584941,6.131567383,3.6,ml,49,69.0,0.06350384435,0.3,tx,tx2023erbw,2023-05-15T02:50:07.040Z,western Texas,earthquake,0.7996673437000001,0.8070807722,0.1,31.0,reviewed,tx,tx,TX,2.847847113974897
2023-03-07T14:15:20.561Z,32.32635498,-102.1364091,9.757446289,2.9,ml,28,58.0,0.07194746187,0.1,tx,tx2023epvx,2023-05-15T02:50:17.040Z,"36 km N of Midland, Texas",earthquake,0.489644396,0.7180413444,0.1,24.0,reviewed,tx,tx,TX,0.39308675699430473
2023-03-01T10:39:32.683Z,31.63969102,-104.1774567,6.080151367,2.6,ml,29,75.0,0.07573993338,0.2,tx,tx2023eepu,2023-05-08T02:00:07.040Z,western Texas,earthquake,0.6065748042,0.8883209193,0.1,23.0,reviewed,tx,tx,TX,1.3550868883274736
2023-03-01T03:41:00.661Z,31.16032345,-103.7288793,0.8871337891,2.8,ml,22,72.0,0.03049209389,0.2,tx,tx2023eeca,2023-05-08T02:00:03.040Z,"18 km SSE of Toyah, Texas",earthquake,0.9028550342,2.608081688,0.2,24.0,reviewed,tx,tx,TX,2.6987270841367366
2023-02-28T23:57:36.490Z,31.61692505,-103.9816128,7.249865723,2.9,ml,38,54.0,0.01255373139,0.1,tx,tx2023edup,2023-05-08T02:00:01.040Z,"37 km WSW of Mentone, Texas",earthquake,0.363280463,0.3975738163,0.2,38.0,reviewed,tx,tx,TX,0.6377257076082725
2023-02-28T23:27:17.891Z,31.61652709,-103.9976161,8.188208008,2.7,ml,17,56.0,0.01749258956,0.1,tx,tx2023edtq,2023-05-08T02:00:01.040Z,"38 km NNW of Toyah, Texas",earthquake,0.6654815903,0.7674035386,0.2,13.0,reviewed,tx,tx,TX,0.5448164544246301
2023-02-28T23:26:08.542Z,31.61345334,-103.9891287,8.483850098,4.1,ml,45,50.0,0.017525607,0.1,tx,tx2023edto,2023-05-08T02:00:00.040Z,"37 km NNW of Toyah, Texas",earthquake,0.3391566765,0.366288038,0.2,29.0,reviewed,tx,tx,TX,0.30049881128327305
2023-02-27T12:35:39.680Z,31.62408161,-104.2639767,6.131567383,3.1,ml,41,66.0,0.1265348775,0.2,tx,tx2023ebcp,2023-05-08T01:59:43.040Z,"56 km NW of Toyah, Texas",earthquake,0.7088927600000001,0.8427382269,0.2,24.0,reviewed,tx,tx,TX,1.3831461258232274
2023-02-27T09:05:22.468Z,31.64014802,-104.1779978,6.080151367,3.0,ml,34,54.0,0.07638086857,0.2,tx,tx2023eavt,2023-05-08T01:59:41.040Z,western Texas,earthquake,0.6440216469,1.443648961,0.1,19.0,reviewed,tx,tx,TX,1.3962817038191278
2023-02-27T09:04:35.883Z,31.64428938,-104.176949,6.131567383,3.0,ml,46,54.0,0.0792911906,0.3,tx,tx2023eavq,2023-05-08T01:59:41.040Z,western Texas,earthquake,0.6078515504,0.6783660882,0.1,26.0,reviewed,tx,tx,TX,1.8667281697109
2023-02-27T06:10:08.630Z,31.63980784,-104.1770538,6.118713379,2.7,ml,47,129.0,0.07563591261,0.2,tx,tx2023eapw,2023-05-08T01:59:39.040Z,"51 km NW of Toyah, Texas",earthquake,0.5724275875,0.6237729861,0.2,39.0,reviewed,tx,tx,TX,1.3756796784799799
2023-02-22T07:44:10.283Z,31.67352601,-104.374706,6.645727539,4.2,ml,50,45.0,0.05186318022,0.2,tx,tx2023drpm,2023-04-29T21:57:25.040Z,western Texas,earthquake,0.7295566402,0.9313321991,0.1,29.0,reviewed,tx,tx,TX,2.943938214486119
2023-02-21T23:38:16.412Z,32.75299072,-100.6594179,6.920694987,2.5,ml,23,48.0,0.08061221256,0.2,tx,tx2023dqzl,2023-04-29T21:57:23.040Z,"16 km NE of Hermleigh, Texas",earthquake,0.7769874533999999,1.063867854,0.1,13.0,reviewed,tx,tx,TX,0.8998504833808268
2023-02-21T20:48:43.471Z,31.6166812,-104.2725287,7.314135742,2.5,ml,38,60.0,0.05539547721,0.2,tx,tx2023dqtv,2023-04-29T21:57:23.040Z,"56 km NW of Toyah, Texas",earthquake,1.06667937,1.17132387,0.2,22.0,reviewed,tx,tx,TX,0.6448731397653563
2023-02-20T02:17:35.059Z,32.75299072,-100.6551305,7.947794596,2.7,ml,18,62.0,0.0777733927,0.1,tx,tx2023dnnr,2023-04-29T21:57:15.040Z,"16 km NE of Hermleigh, Texas",earthquake,0.6675417334,1.082287028,0.1,10.0,reviewed,tx,tx,TX,1.2284196500480942
2023-02-19T11:41:42.447Z,32.74749756,-100.6679926,7.752156576,2.9,ml,25,70.0,0.08968274009,0.2,tx,tx2023dmku,2023-04-29T21:57:12.040Z,"15 km NE of Hermleigh, Texas",earthquake,1.322011555,2.381501097,0.1,14.0,reviewed,tx,tx,TX,0.11461624891200105
2023-02-16T12:25:28.086Z,32.75665283,-100.6508432,8.192342122,2.5,ml,16,94.0,0.07266699627,0.1,tx,tx2023dgzt,2023-04-22T21:33:13.040Z,"16 km NE of Hermleigh, Texas",earthquake,0.7606245569,1.131137105,0.1,13.0,reviewed,tx,tx,TX,1.121501935570765
2023-02-16T10:42:32.399Z,32.74932861,-100.6594179,9.121622721,2.6,ml,18,70.0,0.08288434074,0.1,tx,tx2023dgwi,2023-04-22T21:33:14.040Z,"15 km NE of Hermleigh, Texas",earthquake,0.5881133163,0.737318453,0.1,14.0,reviewed,tx,tx,TX,0.7450017976131307
2023-02-16T10:29:04.966Z,32.7456665,-100.6594179,7.849975586,4.7,ml,33,48.0,0.08525345248,0.3,tx,tx2023dgvx,2023-09-22T20:29:18.612Z,"15 km NE of Hermleigh, Texas",earthquake,1.270893694,2.612447472,0.1,16.0,reviewed,tx,tx,TX,0.7949599106416855
2023-02-14T22:01:55.667Z,32.10754395,-102.1353373,7.874430339,2.9,ml,17,79.0,0.03473961718,0.2,tx,tx2023debt,2023-04-22T21:33:08.040Z,"13 km NNW of Midland, Texas",earthquake,0.6518244796,1.453149027,0.2,13.0,reviewed,tx,tx,TX,0.18236819513575808
2023-02-12T20:34:24.157Z,32.74932861,-100.6572742,8.290161133,3.1,ml,20,57.0,0.08149686084,0.1,tx,tx2023dahw,2023-04-22T21:33:03.040Z,"15 km NE of Hermleigh, Texas",earthquake,0.7075737672,1.05498376,0.1,10.0,reviewed,tx,tx,TX,0.9437749902098338
2023-02-12T20:08:17.977Z,32.75115967,-100.6615615,7.752156576,2.6,ml,25,57.0,0.08315822377,0.2,tx,tx2023dagz,2023-04-22T21:33:03.040Z,"15 km NE of Hermleigh, Texas",earthquake,0.7814581566,1.103120363,0.1,16.0,reviewed,tx,tx,TX,0.6210001004837141
2023-02-11T20:27:18.949Z,32.75115967,-100.6529869,8.925984701,3.5,ml,21,70.0,0.07756297623,0.2,tx,tx2023cymd,2023-04-15T21:39:58.040Z,"16 km NE of Hermleigh, Texas",earthquake,0.6606063484,1.090392179,0.1,11.0,reviewed,tx,tx,TX,0.9774698336022576
2023-02-10T12:18:40.011Z,32.7557373,-100.6476277,7.091878255,2.6,ml,20,57.0,0.07115826608,0.2,tx,tx2023cwam,2023-04-15T21:39:30.040Z,"16 km NE of Hermleigh, Texas",earthquake,0.6617691488,1.371653953,0.1,13.0,reviewed,tx,tx,TX,0.8585461339724104
2023-02-10T04:42:46.875Z,32.75115967,-100.6508432,7.556518555000001,2.7,ml,14,88.0,0.07620667651,0.1,tx,tx2023cvll,2023-04-15T21:39:53.040Z,western Texas,earthquake,0.6421639391,1.082636578,0.1,10.0,reviewed,tx,tx,TX,0.7835355466646302
2023-02-10T04:41:13.551Z,32.75299072,-100.6529869,8.192342122,2.6,ml,13,70.0,0.07637828816,0.2,tx,tx2023cvlk,2023-04-15T21:39:30.040Z,"16 km NE of Hermleigh, Texas",earthquake,0.7182007486,1.306737081,0.1,9.0,reviewed,tx,tx,TX,1.042661868259379
2023-02-10T04:31:17.838Z,32.7520752,-100.651915,7.287516276,2.7,ml,20,57.0,0.07628170899,0.2,tx,tx2023cvlb,2023-04-15T21:39:52.040Z,"16 km NE of Hermleigh, Texas",earthquake,0.5702376642,1.0655385,0.1,13.0,reviewed,tx,tx,TX,0.911108541905204
2023-02-10T03:51:16.543Z,32.75299072,-100.6529869,7.654337565,2.7,ml,17,64.0,0.07637828816,0.2,tx,tx2023cvjt,2023-04-15T21:39:52.040Z,"16 km NE of Hermleigh, Texas",earthquake,0.7052597722,1.918043503,0.1,13.0,reviewed,tx,tx,TX,1.042661868259379
2023-02-08T02:16:22.633Z,31.60917136,-103.9630189,7.455529785000001,2.6,ml,16,61.0,0.005196541634,0.1,tx,tx2023crpp,2023-04-15T21:39:30.040Z,"36 km WSW of Mentone, Texas",earthquake,0.3535371448,0.3911534582999999,0.2,10.0,reviewed,tx,tx,TX,0.37699671662427736
2023-02-06T14:56:54.296Z,32.8793335,-100.9338081,5.600138346,3.0,ml,15,61.0,0.02420165042,0.3,tx,tx2023coxt,2023-04-15T21:39:38.040Z,"17 km N of Snyder, Texas",earthquake,0.7840788185,1.01513195,0.2,12.0,reviewed,tx,tx,TX,0.36428062513779585
2023-02-05T00:48:22.336Z,31.70454017,-104.1676551,7.10847168,2.6,ml,26,61.0,0.0547277868,0.2,tx,tx2023cmaf,2023-04-15T21:39:31.040Z,"53 km W of Mentone, Texas",earthquake,0.6175247124,0.6854225888999999,0.2,19.0,reviewed,tx,tx,TX,1.2224428883841212
2023-02-04T19:40:20.272Z,31.61968782,-103.9800113,6.992785645,3.7,ml,22,54.0,0.01310956398,0.1,tx,tx2023clqb,2023-04-13T21:53:25.040Z,"37 km WSW of Mentone, Texas",earthquake,0.5672051847,0.3908792803,0.2,12.0,reviewed,tx,tx,TX,0.5903349030900454
2023-02-04T17:16:03.183Z,28.88305664,-98.10248162,4.010579427,2.6,ml,15,82.0,0.1246323508,0.1,tx,tx2023cllh,2023-04-13T21:53:24.040Z,"13 km SW of Falls City, Texas",earthquake,1.026644567,2.395501673,0.2,12.0,reviewed,tx,tx,TX,0.9706748581630398
2023-02-04T15:12:03.504Z,32.75482178,-100.6572742,6.382690430000001,2.5,ml,14,57.0,0.07806788229,0.2,tx,tx2023clhe,2023-04-13T21:53:06.040Z,"16 km NE of Hermleigh, Texas",earthquake,1.043149589,2.131933196,0.1,8.0,reviewed,tx,tx,TX,1.0148115766815549
2023-02-04T02:21:16.719Z,32.27142334,-101.9284728,7.801066081,3.1,ml,15,83.0,0.04041572444,0.1,tx,tx2023ckhu,2023-04-13T21:53:22.040Z,"20 km NW of Stanton, Texas",earthquake,0.4784074539,0.783230111,0.2,11.0,reviewed,tx,tx,TX,0.3646561301034195
2023-02-03T19:18:33.507Z,32.75482178,-100.6529869,8.290161133,3.5,ml,14,57.0,0.0752195689,0.2,tx,tx2023cjtv,2023-04-13T21:53:21.040Z,"16 km NE of Hermleigh, Texas",earthquake,0.7909934576,1.272461096,0.1,10.0,reviewed,tx,tx,TX,1.1409427731489918
2023-02-03T19:18:33.501Z,32.75482178,-100.6551305,8.82816569,3.5,ml,23,70.0,0.07663574122,0.2,tx,tx2023cjua,2023-02-14T17:46:32.833Z,"16 km NE of Hermleigh, Texas",earthquake,0.7309460897,0.9445378902,0.1,11.0,reviewed,tx,tx,TX,1.168539081039724
2023-02-03T13:39:12.569Z,28.89678955,-98.10765165,5.453409831,2.6,ml,15,84.0,0.1222754361,0.2,tx,tx2023cjiq,2023-04-13T21:53:21.040Z,"12 km SW of Falls City, Texas",earthquake,1.406263534,3.897832483,0.1,6.0,reviewed,tx,tx,TX,0.649367633539543
2023-02-03T07:58:23.721Z,32.73284912,-100.6594179,0.0244547526,2.5,ml,25,57.0,0.09420080505,0.2,tx,tx2023cixk,2023-04-13T21:53:06.040Z,western Texas,earthquake,0.9627427054,0.612353558,0.1,21.0,reviewed,tx,tx,TX,0.6578593858534091
2023-02-03T05:21:06.276Z,28.87664795,-98.15728401,9.463989258,2.7,ml,14,78.0,0.2407985629,0.2,tx,tx2023cisf,2023-04-13T21:53:20.040Z,"18 km SW of Falls City, Texas",earthquake,1.533175311,3.912837587,0.0,7.0,reviewed,tx,tx,TX,0.4941032797638689
2023-02-01T18:23:04.245Z,31.60722965,-104.235339,9.679272461,2.7,ml,47,69.0,0.06923204475,0.2,tx,tx2023cgaz,2023-04-13T21:53:16.040Z,"53 km NW of Toyah, Texas",earthquake,0.6986895438,0.9213208805,0.0,6.0,reviewed,tx,tx,TX,0.6646047542724988
2023-02-01T15:16:51.120Z,31.59014857,-104.2497371,6.131567383,2.5,ml,20,72.0,0.08260792704,0.1,tx,tx2023cfuv,2023-04-13T21:53:16.040Z,"53 km NW of Toyah, Texas",earthquake,0.7419999297999998,1.368507962,0.1,17.0,reviewed,tx,tx,TX,0.6623648060873281
2023-02-01T15:14:20.644Z,31.59569495,-104.2438615,6.851391602,2.6,ml,21,71.0,0.07812192632,0.1,tx,tx2023cfus,2023-04-13T21:53:16.040Z,"52 km NW of Toyah, Texas",earthquake,0.8534341201999999,1.057433859,0.1,22.0,reviewed,tx,tx,TX,0.8588174655349781
2023-02-01T14:58:07.873Z,31.58693154,-104.2497133,6.902807617,2.5,ml,14,72.0,0.08579525446,0.1,tx,tx2023cfug,2023-04-13T21:53:06.040Z,"52 km NW of Toyah, Texas",earthquake,1.0674911499999995,1.449391064,0.1,20.0,reviewed,tx,tx,TX,0.6746591071436279
2023-02-01T07:01:46.124Z,31.60558541,-103.9706687,9.987768555,2.8,ml,26,47.0,0.005355489757,0.1,tx,tx2023cfen,2023-04-13T21:53:15.040Z,"36 km NNW of Toyah, Texas",earthquake,0.6811296301,0.6745033116,0.1,35.0,reviewed,tx,tx,TX,0.6424730704667535
2023-01-31T15:30:02.861Z,31.68701971,-104.4200498,6.080151367,2.5,ml,21,73.0,0.03251809055,0.2,tx,tx2023cdzu,2023-04-13T21:53:14.040Z,western Texas,earthquake,1.025923326,0.735176293,0.2,18.0,reviewed,tx,tx,TX,4.68102074123241
2023-01-30T11:19:58.616Z,31.62763602,-104.2860638,7.57121582,2.5,ml,35,70.0,0.04759316575,0.2,tx,tx2023cbwa,2023-04-13T21:53:11.040Z,western Texas,earthquake,0.6653249317,0.8611942911,0.3,28.0,reviewed,tx,tx,TX,2.4052460497090062
2023-01-30T06:55:56.926Z,32.4911499,-101.6798066,8.877075195,2.6,ml,29,46.0,0.1388050948,0.2,tx,tx2023cbni,2023-02-06T15:36:09.124Z,"5 km SE of Ackerly, Texas",earthquake,0.7486673288,1.119085424,0.0,6.0,reviewed,tx,tx,TX,0.5967289867097029
2023-01-30T06:55:56.878Z,32.48748779,-101.6733756,10.53999837,2.5,ml,27,62.0,0.1330591602,0.2,tx,tx2023cbnf,2023-04-13T21:53:11.040Z,"5 km SE of Ackerly, Texas",earthquake,0.76729124,1.033768037,0.0,6.0,reviewed,tx,tx,TX,0.273251218976156
2023-01-27T04:47:14.290Z,31.73685144,-104.1109004,6.915661621,2.9,ml,52,34.0,0.03873218515,0.2,tx,tx2023bvwo,2023-04-11T18:51:35.040Z,"48 km W of Mentone, Texas",earthquake,0.3662815036,0.5114704917,0.0,7.0,reviewed,tx,tx,TX,0.7507417566426823
2023-01-26T11:03:18.271Z,32.75115967,-100.6551305,6.871785482,3.2,ml,24,70.0,0.07893717385,0.2,tx,tx2023bunm,2023-04-11T18:51:34.040Z,"16 km NE of Hermleigh, Texas",earthquake,1.212099336,1.461791584,0.1,7.0,reviewed,tx,tx,TX,1.1735957622748134
2023-01-26T10:47:42.574Z,32.75299072,-100.6594179,6.089233398,2.6,ml,20,70.0,0.08061221256,0.2,tx,tx2023bumz,2023-04-11T18:51:34.040Z,"16 km NE of Hermleigh, Texas",earthquake,0.9519822368,1.238304761,0.1,13.0,reviewed,tx,tx,TX,0.8998504833808268
2023-01-24T20:08:48.943Z,31.6676906,-104.3889197,7.391259766,2.7,ml,15,69.0,0.03851600967,0.2,tx,tx2023brok,2023-04-11T18:51:29.040Z,western Texas,earthquake,0.9342946157,0.9961249777,0.1,25.0,reviewed,tx,tx,TX,3.8926986245122515
2023-01-22T04:52:33.076Z,31.61560975,-103.9970738,8.908032227,2.8,ml,26,55.0,0.01813760728,0.1,tx,tx2023bmtf,2023-04-11T18:51:51.040Z,"38 km NNW of Toyah, Texas",earthquake,0.5341254386,0.5166084915,0.2,19.0,reviewed,tx,tx,TX,0.5065041791331991
2023-01-21T20:16:53.128Z,31.60928415,-103.9636918,8.548120117,3.1,ml,46,47.0,0.00461509711,0.1,tx,tx2023bmcf,2023-03-31T19:46:08.040Z,"36 km WSW of Mentone, Texas",earthquake,0.3377908923,0.3990911458,0.1,26.0,reviewed,tx,tx,TX,0.4003203229094646
2023-01-18T20:53:48.693Z,31.63476374,-104.3991199,6.080151367,2.6,ml,16,64.0,0.03533601199,0.1,tx,tx2023bgqy,2023-03-31T19:45:16.040Z,western Texas,earthquake,1.095172337,0.8952681974999999,0.1,24.0,reviewed,tx,tx,TX,5.076410642316966
2023-01-14T20:25:39.375Z,31.73880063,-104.1118547,7.725463867,2.7,ml,35,34.0,0.03704160166,0.2,tx,tx2023azhz,2023-03-20T06:03:43.040Z,"48 km W of Mentone, Texas",earthquake,0.5154410596,0.7779894594,0.1,18.0,reviewed,tx,tx,TX,0.5171744481951634
2023-01-11T19:18:08.104Z,31.58090837,-104.0609072,6.594311523,2.9,ml,24,52.0,0.04645614325,0.2,tx,tx2023attf,2023-03-20T06:03:23.040Z,"38 km NW of Toyah, Texas",earthquake,0.6395557314,0.6577477335000002,0.2,18.0,reviewed,tx,tx,TX,0.33418316721431823
2023-01-10T13:09:45.932Z,32.47650146,-102.0206507,9.121622721,2.6,ml,26,47.0,0.1479816896,0.2,tx,tx2023arlo,2023-03-20T06:03:13.040Z,"28 km SSW of Los Ybanez, Texas",earthquake,1.202336374,2.878937185,0.2,15.0,reviewed,tx,tx,TX,0.4686184208477033
2023-01-09T08:45:57.564Z,31.60961496,-104.0029631,9.936352539,2.8,ml,20,87.0,0.07346481783,0.2,tx,tx2023aphj,2023-03-20T06:03:04.040Z,"38 km NNW of Toyah, Texas",earthquake,0.8998760671,1.007720738,0.2,12.0,reviewed,tx,tx,TX,0.19516986817191917
2023-01-09T07:53:12.013Z,28.94989014,-98.02286305,3.399210612,2.5,ml,26,50.0,0.03732552322,0.3,tx,tx2023apfq,2023-03-20T06:03:04.040Z,"3 km S of Falls City, Texas",earthquake,1.668432969,2.302805897,0.2,11.0,reviewed,tx,tx,TX,0.094352842435631
2023-01-09T02:02:10.199Z,31.60753993,-103.9702739,8.329602051,2.7,ml,22,51.0,0.003393529597,0.1,tx,tx2023aoub,2023-03-20T06:03:02.040Z,"36 km NNW of Toyah, Texas",earthquake,0.4395366749,0.5124671577,0.1,12.0,reviewed,tx,tx,TX,0.428734351372531
2023-01-08T22:20:11.475Z,28.93890381,-98.03733915,4.915405273,3.4,ml,18,55.0,0.05054384154,0.3,tx,tx2023aoms,2023-03-20T06:03:01.040Z,"5 km SSW of Falls City, Texas",earthquake,1.472975874,2.428049012,0.1,12.0,reviewed,tx,tx,TX,0.8748744761715948
2023-01-08T21:47:29.447Z,31.006442,-103.6457569,10.70759277,3.2,ml,27,72.0,0.1321547252,0.2,tx,tx2023aolq,2023-03-20T06:03:01.040Z,"9 km ENE of Balmorhea, Texas",earthquake,0.7987093694,1.515827338,0.2,21.0,reviewed,tx,tx,TX,2.0659765777478665
2023-01-08T14:04:46.717Z,31.61160046,-103.9577843,6.028735352,2.5,ml,14,72.0,0.00947421983,0.0,tx,tx2023anwk,2023-03-20T06:02:59.040Z,western Texas,earthquake,0.4586344528,0.7292624840000002,0.2,12.0,reviewed,tx,tx,TX,0.786926580017887
2023-01-08T02:27:07.287Z,31.60435823,-103.9589637,7.764025879,2.5,ml,21,55.0,0.01055174158,0.1,tx,tx2023amzj,2023-03-20T06:02:55.040Z,"35 km NNW of Toyah, Texas",earthquake,0.4096034647,0.4369364806,0.2,16.0,reviewed,tx,tx,TX,0.37464971841631983
2023-01-06T04:32:04.261Z,31.69267064,-104.3632971,7.494091797,2.8,ml,36,56.0,0.06548556694,0.2,tx,tx2023ajmm,2023-03-11T22:51:41.040Z,western Texas,earthquake,0.7055026426,0.9938218837,0.1,31.0,reviewed,tx,tx,TX,0.8962335796544404
2023-01-04T11:40:58.781Z,31.60915019,-103.969743,8.638098145,2.9,ml,19,56.0,0.001733046556,0.1,tx,tx2023agjr,2023-03-11T22:51:39.040Z,"36 km NNW of Toyah, Texas",earthquake,0.4348812819,0.3888630905,0.1,13.0,reviewed,tx,tx,TX,0.26849201896463215
2023-01-04T11:40:58.776Z,31.606508,-103.969597,8.496704102000002,2.8,ml,20,57.0,0.004248431428,0.1,tx,tx2023agjq,2023-01-05T22:45:21.397Z,"36 km NNW of Toyah, Texas",earthquake,0.4172662231,0.3702833301,0.2,30.0,reviewed,tx,tx,TX,0.5531683587226394
2023-01-03T21:27:27.555Z,31.62432781,-104.1197855,6.080151367,2.7,ml,27,55.0,0.0464889707,0.2,tx,tx2023afhn,2023-03-11T22:51:37.040Z,"46 km NW of Toyah, Texas",earthquake,0.5957706759,0.541852243,0.3,22.0,reviewed,tx,tx,TX,0.4115604410305605
2023-01-03T00:27:26.197Z,31.72723056,-104.5184535,5.10324707,2.6,ml,17,100.0,0.01219018969,0.2,tx,tx2023adrx,2023-03-11T22:51:34.040Z,western Texas,earthquake,0.7784245507,0.5224746521,0.2,13.0,reviewed,tx,tx,TX,2.5290184216464047
2023-01-01T16:28:26.753Z,31.71729206,-104.2797612,7.10847168,2.6,ml,26,62.0,0.0442252882,0.2,tx,tx2023abgp,2023-03-11T22:51:30.040Z,western Texas,earthquake,0.6853669093,0.7808513706,0.2,35.0,reviewed,tx,tx,TX,0.523827051597087
2023-10-13T08:04:25.900Z,44.3078346,-110.86483,6.89,2.54,ml,25,88.0,0.145,0.31,uu,uu60552132,2023-10-13T12:59:53.882Z,Wyoming,earthquake,0.72,2.13,0.4,12.0,reviewed,uu,uu,WY,114.65853909909941
2023-09-04T02:39:09.967Z,43.0971,-107.7182,11.916,2.6,ml,21,107.0,0.985,0.57,us,us7000kt3s,2023-10-05T02:20:41.040Z,"35 km ESE of Shoshoni, Wyoming",earthquake,4.9,8.55,0.055,44.0,reviewed,us,us,WY,4.281498583508708
2023-09-04T00:36:36.627Z,44.046,-106.0545,5.0,2.8,ml,22,117.0,1.436,0.71,us,us7000kt36,2023-10-05T04:53:07.040Z,"50 km WSW of Antelope Valley-Crestview, Wyoming",earthquake,4.86,1.957,0.059,38.0,reviewed,us,us,WY,0.5656761366347264
2023-09-03T15:49:56.376Z,43.9164,-106.9267,5.0,3.3,ml,27,82.0,1.299,0.9,us,us7000kt1b,2023-10-13T19:15:16.040Z,"32 km NW of Kaycee, Wyoming",earthquake,3.58,1.952,0.047,60.0,reviewed,us,us,WY,26.50038042644917
2023-08-15T22:39:05.608Z,42.8924,-111.0856,1.207,2.9,ml,28,69.0,0.127,0.81,us,us7000knk2,2023-09-13T23:32:09.595Z,"7 km WSW of Thayne, Wyoming",earthquake,1.78,0.316,0.051,50.0,reviewed,us,us,WY,46.28371772338511
2023-08-09T03:46:53.555Z,42.8753,-111.1224,5.0,2.5,ml,26,76.0,0.111,0.64,us,us6000kysn,2023-10-07T15:56:06.040Z,"11 km WSW of Thayne, Wyoming",earthquake,1.56,1.806,0.047,59.0,reviewed,us,us,WY,48.59341866497794
2023-07-23T14:25:25.932Z,43.6569,-110.1366,2.293,2.5,ml,29,97.0,0.342,0.4,us,us7000khtn,2023-09-30T21:36:38.040Z,"39 km E of Kelly, Wyoming",earthquake,1.13,3.364,0.062,34.0,reviewed,us,us,WY,37.48256574853361
2023-06-18T13:12:12.310Z,43.0344,-110.8299,5.0,2.6,ml,24,89.0,0.334,0.43,us,us7000k9cv,2023-08-26T20:54:22.040Z,"12 km NE of Star Valley Ranch, Wyoming",earthquake,2.41,1.934,0.057,40.0,reviewed,us,us,WY,38.36175617213437
2023-06-17T17:58:21.910Z,44.0811667,-110.3863333,6.91,2.82,ml,19,116.0,0.2092,0.17,uu,uu60542476,2023-08-21T04:19:21.040Z,"54 km NNE of Kelly, Wyoming",earthquake,0.55,1.45,0.14,11.0,reviewed,uu,uu,WY,76.01780440088793
2023-06-16T16:51:30.832Z,43.0428,-110.8238,9.43,2.6,ml,49,85.0,0.344,0.65,us,us7000k90s,2023-08-21T04:19:11.040Z,"13 km NE of Star Valley Ranch, Wyoming",earthquake,1.1,7.227,0.045,66.0,reviewed,us,us,WY,38.82495506069667
2023-06-03T15:23:56.760Z,41.1776667,-111.24,11.46,2.54,ml,31,73.0,0.1404,0.14,uu,uu60541576,2023-08-05T22:07:54.040Z,"25 km WSW of Evanston, Wyoming",earthquake,0.39,0.67,0.165,16.0,reviewed,uu,uu,WY,19.301016398004013
2023-06-03T07:06:54.673Z,41.382,-106.7754,11.6,3.3,ml,22,83.0,0.795,0.6,us,us7000k619,2023-08-05T22:07:52.040Z,"8 km SSE of Saratoga, Wyoming",earthquake,1.88,8.448,0.04,84.0,reviewed,us,us,WY,33.4565225419295
2023-06-02T08:14:46.002Z,41.3773,-106.7672,1.317,3.6,mwr,58,45.0,0.787,0.63,us,us7000k5pl,2023-08-05T22:07:47.040Z,"9 km SSE of Saratoga, Wyoming",earthquake,3.54,2.342,0.061,26.0,reviewed,us,us,WY,33.991908305889304
2023-05-26T05:40:15.880Z,44.7783333,-110.7978333,7.68,2.76,ml,24,93.0,0.03882,0.19,uu,uu60540926,2023-07-29T22:00:39.040Z,"23 km SSW of Mammoth, Wyoming",earthquake,0.36,0.55,0.288,6.0,reviewed,uu,uu,WY,121.85166665444352
2023-04-29T11:34:18.907Z,41.4725,-106.7727,5.0,2.5,ml,7,148.0,0.851,0.34,us,us7000jwxz,2023-07-11T01:44:32.040Z,"3 km NE of Saratoga, Wyoming",earthquake,1.72,1.919,0.064,32.0,reviewed,us,us,WY,23.397852953578916
2023-03-30T17:18:55.815Z,43.2697,-110.9076,5.0,3.3,ml,30,83.0,0.221,0.73,us,us6000k0x6,2023-06-03T22:06:08.040Z,"10 km W of Hoback, Wyoming",earthquake,1.56,1.62,0.048,56.0,reviewed,us,us,WY,59.326811026772155
2023-03-29T14:24:39.360Z,44.5253333,-110.3611667,3.67,3.72,ml,24,61.0,0.04525,0.17,uu,uu60535541,2023-06-03T22:06:06.040Z,"56 km SSE of Mammoth, Wyoming",earthquake,0.28,0.61,0.252,14.0,reviewed,uu,uu,WY,79.02726071879772
2023-03-29T14:22:35.460Z,44.5128333,-110.3416667,4.9,2.52,ml,25,67.0,0.06383,0.15,uu,uu60535536,2023-06-03T22:06:06.040Z,"58 km SSE of Mammoth, Wyoming",earthquake,0.28,0.8,0.22,6.0,reviewed,uu,uu,WY,77.1120376710108
